0m 53s (- 179m 4s) (100 0%) train loss: 1.1624, val_seen loss: 1.0041, success_rate: 0.122, val_unseen loss: 0.9631, success_rate: 0.047
1m 47s (- 177m 9s) (200 1%) train loss: 0.9640, val_seen loss: 0.9642, success_rate: 0.096, val_unseen loss: 0.9619, success_rate: 0.027
2m 39s (- 175m 3s) (300 1%) train loss: 0.9311, val_seen loss: 0.9212, success_rate: 0.135, val_unseen loss: 0.9725, success_rate: 0.023
3m 32s (- 173m 33s) (400 2%) train loss: 0.9158, val_seen loss: 0.9126, success_rate: 0.128, val_unseen loss: 0.9581, success_rate: 0.030
4m 25s (- 172m 38s) (500 2%) train loss: 0.8989, val_seen loss: 0.8764, success_rate: 0.224, val_unseen loss: 0.9542, success_rate: 0.063
5m 19s (- 172m 25s) (600 3%) train loss: 0.8835, val_seen loss: 0.8858, success_rate: 0.154, val_unseen loss: 0.9864, success_rate: 0.083
6m 12s (- 171m 17s) (700 3%) train loss: 0.8743, val_seen loss: 0.8756, success_rate: 0.173, val_unseen loss: 0.9683, success_rate: 0.093
7m 5s (- 170m 3s) (800 4%) train loss: 0.8655, val_seen loss: 0.9142, success_rate: 0.179, val_unseen loss: 0.9878, success_rate: 0.060
7m 58s (- 169m 4s) (900 4%) train loss: 0.8567, val_seen loss: 0.8686, success_rate: 0.205, val_unseen loss: 0.9896, success_rate: 0.113
8m 50s (- 168m 2s) (1000 5%) train loss: 0.8484, val_seen loss: 0.8797, success_rate: 0.205, val_unseen loss: 1.0019, success_rate: 0.073
9m 44s (- 167m 18s) (1100 5%) train loss: 0.8409, val_seen loss: 0.8850, success_rate: 0.173, val_unseen loss: 0.9954, success_rate: 0.053
10m 36s (- 166m 15s) (1200 6%) train loss: 0.8413, val_seen loss: 0.8932, success_rate: 0.199, val_unseen loss: 1.0125, success_rate: 0.063
11m 29s (- 165m 20s) (1300 6%) train loss: 0.8260, val_seen loss: 0.8558, success_rate: 0.218, val_unseen loss: 1.0051, success_rate: 0.130
12m 22s (- 164m 29s) (1400 7%) train loss: 0.8225, val_seen loss: 0.8480, success_rate: 0.218, val_unseen loss: 1.0188, success_rate: 0.090
13m 15s (- 163m 32s) (1500 7%) train loss: 0.8108, val_seen loss: 0.8876, success_rate: 0.282, val_unseen loss: 1.0101, success_rate: 0.110
14m 9s (- 162m 45s) (1600 8%) train loss: 0.8069, val_seen loss: 0.8764, success_rate: 0.256, val_unseen loss: 1.0359, success_rate: 0.090
15m 1s (- 161m 44s) (1700 8%) train loss: 0.7934, val_seen loss: 0.8730, success_rate: 0.282, val_unseen loss: 1.0327, success_rate: 0.097
15m 54s (- 160m 46s) (1800 9%) train loss: 0.7864, val_seen loss: 0.8774, success_rate: 0.224, val_unseen loss: 1.0489, success_rate: 0.083
16m 46s (- 159m 51s) (1900 9%) train loss: 0.7814, val_seen loss: 0.8688, success_rate: 0.224, val_unseen loss: 1.0418, success_rate: 0.120
17m 39s (- 158m 54s) (2000 10%) train loss: 0.7730, val_seen loss: 0.8542, success_rate: 0.212, val_unseen loss: 1.0565, success_rate: 0.073
18m 32s (- 158m 6s) (2100 10%) train loss: 0.7639, val_seen loss: 0.8630, success_rate: 0.269, val_unseen loss: 1.0780, success_rate: 0.080
19m 25s (- 157m 7s) (2200 11%) train loss: 0.7589, val_seen loss: 0.8874, success_rate: 0.269, val_unseen loss: 1.0789, success_rate: 0.080
20m 18s (- 156m 13s) (2300 11%) train loss: 0.7467, val_seen loss: 0.8688, success_rate: 0.250, val_unseen loss: 1.0760, success_rate: 0.087
21m 10s (- 155m 18s) (2400 12%) train loss: 0.7368, val_seen loss: 0.9046, success_rate: 0.276, val_unseen loss: 1.0484, success_rate: 0.067
22m 3s (- 154m 24s) (2500 12%) train loss: 0.7327, val_seen loss: 0.8861, success_rate: 0.256, val_unseen loss: 1.0713, success_rate: 0.090
22m 56s (- 153m 31s) (2600 13%) train loss: 0.7187, val_seen loss: 0.9076, success_rate: 0.263, val_unseen loss: 1.0877, success_rate: 0.077
23m 49s (- 152m 39s) (2700 13%) train loss: 0.7135, val_seen loss: 0.8877, success_rate: 0.288, val_unseen loss: 1.0974, success_rate: 0.080
24m 42s (- 151m 44s) (2800 14%) train loss: 0.7162, val_seen loss: 0.9077, success_rate: 0.250, val_unseen loss: 1.0645, success_rate: 0.077
25m 34s (- 150m 46s) (2900 14%) train loss: 0.6972, val_seen loss: 0.9333, success_rate: 0.256, val_unseen loss: 1.1088, success_rate: 0.097
26m 27s (- 149m 54s) (3000 15%) train loss: 0.6890, val_seen loss: 0.9176, success_rate: 0.269, val_unseen loss: 1.0893, success_rate: 0.077
27m 20s (- 149m 3s) (3100 15%) train loss: 0.6795, val_seen loss: 0.9062, success_rate: 0.263, val_unseen loss: 1.1404, success_rate: 0.130
28m 13s (- 148m 8s) (3200 16%) train loss: 0.6783, val_seen loss: 0.9558, success_rate: 0.263, val_unseen loss: 1.1119, success_rate: 0.083
29m 5s (- 147m 14s) (3300 16%) train loss: 0.6630, val_seen loss: 0.9228, success_rate: 0.269, val_unseen loss: 1.1349, success_rate: 0.087
29m 57s (- 146m 17s) (3400 17%) train loss: 0.6540, val_seen loss: 0.9065, success_rate: 0.244, val_unseen loss: 1.1506, success_rate: 0.110
30m 50s (- 145m 25s) (3500 17%) train loss: 0.6454, val_seen loss: 0.9388, success_rate: 0.205, val_unseen loss: 1.1551, success_rate: 0.097
31m 43s (- 144m 33s) (3600 18%) train loss: 0.6323, val_seen loss: 0.9434, success_rate: 0.237, val_unseen loss: 1.1671, success_rate: 0.090
32m 36s (- 143m 40s) (3700 18%) train loss: 0.6303, val_seen loss: 0.9403, success_rate: 0.282, val_unseen loss: 1.1591, success_rate: 0.087
33m 29s (- 142m 48s) (3800 19%) train loss: 0.6173, val_seen loss: 0.8955, success_rate: 0.288, val_unseen loss: 1.1633, success_rate: 0.087
34m 23s (- 141m 59s) (3900 19%) train loss: 0.6118, val_seen loss: 0.9416, success_rate: 0.244, val_unseen loss: 1.1939, success_rate: 0.093
35m 16s (- 141m 7s) (4000 20%) train loss: 0.6040, val_seen loss: 0.9602, success_rate: 0.282, val_unseen loss: 1.1972, success_rate: 0.097
36m 10s (- 140m 17s) (4100 20%) train loss: 0.5918, val_seen loss: 1.0013, success_rate: 0.269, val_unseen loss: 1.2037, success_rate: 0.087
37m 3s (- 139m 26s) (4200 21%) train loss: 0.5867, val_seen loss: 0.9866, success_rate: 0.288, val_unseen loss: 1.2125, success_rate: 0.093
37m 57s (- 138m 35s) (4300 21%) train loss: 0.5774, val_seen loss: 0.9272, success_rate: 0.263, val_unseen loss: 1.2117, success_rate: 0.157
38m 51s (- 137m 47s) (4400 22%) train loss: 0.5645, val_seen loss: 0.9214, success_rate: 0.212, val_unseen loss: 1.2125, success_rate: 0.073
39m 45s (- 136m 57s) (4500 22%) train loss: 0.5578, val_seen loss: 0.9955, success_rate: 0.308, val_unseen loss: 1.1938, success_rate: 0.100
40m 38s (- 136m 3s) (4600 23%) train loss: 0.5519, val_seen loss: 0.9438, success_rate: 0.282, val_unseen loss: 1.2444, success_rate: 0.093
